arnumber,customertype,industrygroup,isterminated,customername,supportmodel,liveyear,livequarter,livemonth,vertical
ROB1010,Customer - Strategic,Technology and Professional Services,0,"Robinson, Bradshaw & Hinson, P.A.",CAST 1.0,2020,Qtr 1,February,S&D
ROB1011,Customer - Enterprise,Transportation and Warehousing,0,"Robert's Hawaii, Inc.",CAST 2.0,2019,Qtr 4,December,S&D
ROC1009,Customer - Mid-Market,Manufacturing,0,"Rockline Industries, Inc.",Global,2018,Qtr 1,January,MFG
ROC1011,Customer - Mid-Market,Manufacturing,0,"Rocky Brands, Inc.",CAST 2.0,2019,Qtr 4,October,S&D
ROC1012,Customer - Mid-Market,Restaurants and Hospitality,0,"Rocket Farm Restaurants, LLC",CAST 2.0,2019,Qtr 3,July,RETAIL
ROC1013,Customer - Strategic,Healthcare,0,Rock Oak Services Group LLC,CAST 1.0,2019,Qtr 4,October,S&D
ROG1000,Customer - Strategic,Technology and Professional Services,0,"Rogue Wave Software, Inc.",CAST 1.0,2018,Qtr 3,September,S&D
ROG1002,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Rogerson Communities, Inc.",CAST 1.0,2019,Qtr 2,April,PUBLIC SECTOR
ROL1002,Customer - Enterprise,Business Services,0,"Rollins, Inc.",Global,2018,Qtr 4,December,S&D
ROL1003,Customer - Strategic,Manufacturing,0,"PAXXUS, Inc.",CAST 1.0,2018,Qtr 1,February,MFG
ROM1001,Customer - Strategic,Construction,0,"Romanoff Floor Covering, Inc.",CAST 2.0,2018,Qtr 1,January,MFG
ROM1002,Customer - Strategic,Manufacturing,0,"Romac Industries, Inc.",CAST 2.0,2019,Qtr 3,July,MFG
ROM1003,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Roman Catholic Diocese of Raleigh,CAST 2.0,2020,Qtr 1,January,S&D
ROM5000,Customer - Strategic,Manufacturing,0,Romet Limited,CAST Canada,2021,Qtr 1,March,MFG
RON1002,Customer - Strategic,Manufacturing,0,"Ronpak, Inc",CAST 1.0,2021,Qtr 1,January,MFG
ROO1001,Customer - Mid-Market,Retail,0,"Room & Board, Inc.",CAST 2.0,2019,Qtr 4,October,RETAIL
ROY1007,Customer - Enterprise,Healthcare,0,Royal Management Corporation,CAST 2.0,2019,Qtr 4,December,HEALTHCARE
ROY5000,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,The Royal College of Physicians & Surgeons of Canada,CAST Canada,2020,Qtr 4,December,S&D
RPS5000,Customer - Mid-Market,Manufacturing,0,RPS Composites Inc.,CAST Canada,2018,Qtr 4,October,MFG
RRI1001,Customer - Strategic,Finance and Insurance,0,R & R Insurance Services Inc,CAST 1.0,2019,Qtr 1,January,S&D - FIN
RSE1000,Customer - Strategic,Healthcare,0,RS EDEN,CAST 1.0,2021,Qtr 1,March,HEALTHCARE
RUB1004,Customer - Strategic,Business Services,0,"Rubicon Global Holdings, LLC",CAST 1.0,2019,Qtr 2,June,S&D
RUG1000,Customer - Strategic,Manufacturing,0,"Rug Doctor, LLC",CAST 1.0,2021,Qtr 1,January,MFG
RUI1001,Customer - Enterprise,Manufacturing,0,"Ruiz Foods Products, Inc.",Global,2021,Qtr 1,January,MFG
RUS1001,Customer - Enterprise,Wholesale Trade,0,"Rush Enterprises, Inc.",Global,2018,Qtr 1,January,S&D
RUT1002,Customer - Strategic,Education,0,Rutgers University Foundation,CAST 1.0,2019,Qtr 3,July,PUBLIC SECTOR - HE
RWB1000,Customer - Strategic,Manufacturing,0,R.W. Beckett Corporation,CAST 1.0,2018,Qtr 2,April,MFG
RYA1002,Customer - Strategic,Technology and Professional Services,0,"Ryan Consulting Group, Inc.",CAST 1.0,2019,Qtr 4,November,S&D
SAB1006,Customer - Strategic,Technology and Professional Services,0,"Sable Permian Resources, LLC",CAST 1.0,2020,Qtr 1,January,MFG - ENERGY
SAC1001,Customer - Mid-Market,Sports and Entertainment,0,"Sacramento River Cats Baseball Club, LLC",CAST 1.0,2020,Qtr 2,June,RETAIL
SAC1002,Customer - Strategic,Healthcare,0,"Sacramento Native American Health Center, Inc.",CAST 1.0,2020,Qtr 2,June,HEALTHCARE
SAC1003,Customer - Strategic,Healthcare,0,SAC Health System,CAST 1.0,2021,Qtr 3,August,HEALTHCARE
SAD1001,Customer - Strategic,Wholesale Trade,0,Sadler's Smokehouse,CAST 1.0,2018,Qtr 4,October,S&D
SAD1002,Customer - Strategic,Wholesale Trade,0,Sadoff Iron & Metal Co. Inc.,CAST 1.0,2019,Qtr 2,June,MFG
SAE1001,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,SAE International,CAST 1.0,2018,Qtr 1,January,S&D
SAF1006,Customer - Strategic,Technology and Professional Services,0,"SAFEbuilt, LLC",CAST 2.0,2019,Qtr 1,January,S&D
SAF1007,Customer - Strategic,Finance and Insurance,0,SAFE Federal Credit Union,CAST 1.0,2019,Qtr 4,December,S&D - FIN
SAG1001,Customer - Mid-Market,Retail,0,SageNet LLC,CAST 1.0,2018,Qtr 4,October,S&D
SAG1002,Customer - Enterprise,Restaurants and Hospitality,0,"Sage Hospitality Resources, LLC",Global,2020,Qtr 2,April,RETAIL
SAI1003,Customer - Strategic,Healthcare,0,"Saint John's Communities, Inc.",CAST 1.0,2021,Qtr 1,February,HEALTHCARE
SAL1008,Customer - Enterprise,"Non-Profits, Membership, and Human Services",0,The Salvation Army,Global,2019,Qtr 4,December,S&D
SAL1010,Customer - Mid-Market,Healthcare,0,"Plan de Salud del Valle, Inc. d/b/a Salud Family Health Centers",CAST 1.0,2019,Qtr 1,January,HEALTHCARE
SAL1011,Customer - Strategic,Technology and Professional Services,0,Salem County Hospital Corp.,CAST 1.0,2019,Qtr 1,February,HEALTHCARE
SAL1013,Customer - Enterprise,Technology and Professional Services,0,The Salk Institute for Biological Studies,CAST 2.0,2020,Qtr 3,July,HEALTHCARE
SAL1014,Customer - Enterprise,"Technology, Professional, and Business Services",0,Salisbury Management LLC,CAST 2.0,2021,Qtr 2,June,HEALTHCARE
SAM1006,Customer - Enterprise,Wholesale Trade,0,"Samsung Electronics America, Inc. and Samsung Electronics Canada Inc.",UMS,2018,Qtr 1,January,MFG
SAM1007,Customer - Mid-Market,Technology and Professional Services,0,"SAM, LLC",CAST 1.0,2018,Qtr 1,January,S&D
SAM1008,Customer - Strategic,Healthcare,0,Samaritan Healthcare,CAST 1.0,2019,Qtr 1,February,HEALTHCARE
SAM1009,Customer - Strategic,Construction,0,Samet Corporation,CAST 1.0,2021,Qtr 2,June,MFG
SAN1018,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,Sandals Church,CAST 1.0,2019,Qtr 4,October,S&D
SAN1019,Customer - Strategic,Technology and Professional Services,0,Sandberg Phoenix & Von Gontard P.C.,CAST 1.0,2020,Qtr 3,September,S&D
SAP1000,Customer - Strategic,Technology and Professional Services,0,"Sapphire Intermediate Holdings, LLC et al",CAST 2.0,2021,Qtr 1,January,S&D
SAR1007,Customer - Strategic,Wholesale Trade,0,Sartori Company,CAST 2.0,2019,Qtr 1,February,MFG
SAR5000,Customer - Strategic,Business Services,1,Sarens Canada Inc.,CAST Canada,2018,Qtr 4,December,S&D
SAS5000,Customer - Strategic,Finance and Insurance,0,Saskatchewan Blue Cross,CAST Canada,2020,Qtr 3,July,S&D - FIN
SAV1002,Customer - Enterprise,"Non-Profits, Membership, and Human Services",0,"Save The Children Federation, Inc.",CAST 2.0,2018,Qtr 4,October,PUBLIC SECTOR
SAV1003,Customer - Mid-Market,Real Estate,1,"Savills Studley, Inc.",CAST 1.0,2018,Qtr 4,November,S&D
SAV1004,Customer - Mid-Market,Technology and Professional Services,0,"Savilinx, LLC",CAST 2.0,2021,Qtr 3,August,S&D
SAW1001,Customer - Strategic,Manufacturing,0,"SAW Management Group, Inc.",CAST 1.0,2021,Qtr 3,July,RETAIL
SCA1004,Customer - Mid-Market,Wholesale Trade,0,"ScanSource, Inc.",CAST 2.0,2018,Qtr 3,July,S&D
SCH1011,Customer - Enterprise,Wholesale Trade,0,"Schnitzer Steel Industries, Inc.",CAST 2.0,2018,Qtr 4,December,MFG
SCH1012,Customer - Mid-Market,Media and Publishing Services,0,Schurz Communications Inc.,CAST 1.0,2019,Qtr 4,December,S&D
SCH1013,Customer - Strategic,Technology and Professional Services,0,"Schnabel, Inc.",CAST 1.0,2020,Qtr 3,September,S&D
SCH1014,Customer - Strategic,,0,"Schrodinger, Inc.",CAST 1.0,2021,Qtr 1,January,S&D
SCH1015,Customer - Enterprise,Retail,0,"Scheels All Sports, Inc.",CAST 2.0,2021,Qtr 3,August,RETAIL
SCH5000,Customer - Enterprise,Healthcare,0,Schlegel Villages Inc. and its Affiliates,Global,2018,Qtr 4,November,HEALTHCARE
SCI1004,Customer - Mid-Market,Construction,0,"Sciens Building Solutions, LLC",CAST 1.0,2019,Qtr 3,July,MFG
SCI1005,Customer - Strategic,Technology and Professional Services,0,Scientel Solutions LLC,CAST 1.0,2020,Qtr 1,March,S&D
SCO1006,Customer - Strategic,Technology and Professional Services,0,"Ovare Group, Inc",CAST 1.0,2021,Qtr 1,March,S&D
SCV1000,Customer - Strategic,Technology and Professional Services,0,"SCVNGR, Inc. d/b/a LevelUp",CAST 2.0,2018,Qtr 4,October,S&D
SDG1000,Customer - Strategic,Wholesale Trade,0,"SDG Mgmt Company, LLC",CAST 2.0,2019,Qtr 3,July,S&D
SEA1000,Customer - Enterprise,Manufacturing,0,"Seats, Incorporated",CAST 1.0,2019,Qtr 4,October,MFG
SEA1011,Customer - Strategic,Media and Publishing Services,1,"SeaChange International, Inc.",CAST 1.0,2018,Qtr 1,January,MFG
SEA1012,Customer - Strategic,Technology and Professional Services,0,"SeatGeek, Inc.",CAST 1.0,2019,Qtr 2,June,S&D
SEA1013,Customer - Strategic,,0,"Seabrook Solutions, LLC",CAST 1.0,2020,Qtr 2,June,S&D
SEA1014,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Seattle Theatre Group,CAST 2.0,2021,Qtr 3,August,S&D
SEC1006,Customer - Strategic,Manufacturing,0,"The Secant Group, LLC",CAST 1.0,2018,Qtr 1,January,MFG
SEC1007,Customer - Strategic,Finance and Insurance,0,Security National Corporation,CAST 1.0,2020,Qtr 3,July,S&D - FIN
SEC1008,Customer - Strategic,,0,"Second Nature Brand, Inc.",CAST 1.0,2021,Qtr 1,January,S&D
SEK1000,Customer - Strategic,Transportation and Warehousing,0,Seko Worldwide LLC,CAST 1.0,2020,Qtr 1,March,S&D
SEK5000,Customer - Strategic,Finance and Insurance,0,Sekure Merchant Solutions,CAST Canada,2019,Qtr 3,July,S&D
SEL1005,Customer - Mid-Market,Finance and Insurance,0,"SelectQuote, Inc.",CAST 2.0,2018,Qtr 2,April,S&D - FIN
SEL1006,Customer - Strategic,Retail,0,"Self Esteem Brands, LLC",CAST 1.0,2018,Qtr 3,July,RETAIL
SEL1007,Customer - Mid-Market,Technology and Professional Services,0,"The Select Group US, LLC",CAST 2.0,2019,Qtr 4,December,S&D
SEL1008,Customer - Strategic,Transportation and Warehousing,0,Self Storage Management LLC,CAST 1.0,2020,Qtr 3,July,S&D
SEL1009,Customer - Mid-Market,Wholesale Trade,0,"Select Milk Producers, Inc.",CAST 2.0,2021,Qtr 1,January,S&D
SEL1010,Customer - Enterprise,"Non-Profits, Membership, and Human Services",0,"Selfhelp Community Services, Inc.",CAST 2.0,2021,Qtr 2,June,PUBLIC SECTOR
SEN1003,Customer - Mid-Market,Real Estate,0,Senior Star Management Company,CAST 2.0,2019,Qtr 1,February,S&D
SEN1004,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Seneca Family of Agencies,CAST 2.0,2021,Qtr 2,June,PUBLIC SECTOR
SEN1005,Customer - Mid-Market,Business Services,0,"Senske Lawn and Tree Care, Inc.",CAST 2.0,2021,Qtr 1,January,S&D
SEN1006,Customer - Strategic,Technology and Professional Services,0,"Sentry Data Systems, Inc.",CAST 1.0,2020,Qtr 4,November,S&D
SEQ1001,Customer - Strategic,Real Estate,0,"Sequoia Equities, Incorporated",CAST 1.0,2019,Qtr 3,July,S&D
SER1004,Customer - Strategic,Manufacturing,0,"Service Center Metals, LLC",CAST 1.0,2018,Qtr 1,January,MFG
SER1005,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Service Employees International Union,CAST 2.0,2018,Qtr 4,December,S&D
SER1006,Customer - Strategic,Technology and Professional Services,0,"ServiceTitan, Inc.",CAST 1.0,2018,Qtr 1,January,S&D
SER1008,Customer - Mid-Market,Manufacturing,0,Serigraph Inc.,CAST 1.0,2019,Qtr 1,January,MFG - LIFE SCI
SER1009,Customer - Strategic,Technology and Professional Services,0,Serraview America,CAST 1.0,2020,Qtr 1,January,S&D
SER1011,Customer - Strategic,,0,"Serverless Heroes, Inc.-DBA A Cloud Guru",CAST 1.0,2021,Qtr 1,January,S&D
SEV1003,Customer - Strategic,Construction,0,"Sevan Multi-Site Solutions, Inc.",CAST 1.0,2020,Qtr 4,October,S&D
SEV1004,Customer - Mid-Market,Technology and Professional Services,0,"Sev1Tech, LLC",CAST 2.0,2021,Qtr 2,May,S&D
SEZ1000,Customer - Strategic,Technology and Professional Services,0,Sezzle Inc.,CAST 1.0,2020,Qtr 4,November,S&D
SGF1000,Customer - Enterprise,Healthcare,0,"US Fertility, LLC",CAST 2.0,2018,Qtr 4,December,HEALTHCARE
SHA1010,Customer - Mid-Market,Technology and Professional Services,0,Shark Ninja Operating LLC,CAST 2.0,2018,Qtr 2,April,S&D
SHA1012,Customer - Enterprise,Manufacturing,0,Shamrock Foods Company,Global,2021,Qtr 1,January,S&D
SHE1007,Customer - Strategic,Technology and Professional Services,0,"Sheltair FBO Management, LLC",CAST 1.0,2018,Qtr 1,February,S&D
SHE1008,Customer - Strategic,Agriculture and Natural Resources,0,"Shenandoah Valley Organic, LLC",CAST 1.0,2019,Qtr 1,January,MFG
SHE1009,Customer - Mid-Market,Construction,0,Sherwood Companies,CAST 2.0,2019,Qtr 1,January,MFG
SHE1010,Customer - Enterprise,Retail,0,"Sheetz, Inc.",Global,2021,Qtr 1,January,RETAIL
SHE5001,Customer - Mid-Market,"Technology, Professional, and Business Services",0,Sherweb Inc.,CAST Canada,2021,Qtr 2,June,S&D
SHI1001,Customer - Strategic,Construction,0,"Shiel Sexton Company, Inc",CAST 1.0,2019,Qtr 3,July,MFG
SHO1008,Customer - Enterprise,Retail,0,"Shoe Show, Inc.",CAST 2.0,2018,Qtr 2,April,RETAIL
SHO1009,Customer - Strategic,Wholesale Trade,0,"Shoes For Crews, LLC",CAST 1.0,2019,Qtr 2,June,S&D
SHO1010,Customer - Strategic,Finance and Insurance,0,Shore United Bank,CAST 1.0,2020,Qtr 2,May,S&D
SHO1011,Customer - Mid-Market,Retail,0,Shoe Palace Corporation,CAST 2.0,2020,Qtr 2,June,RETAIL
SIA1001,Customer - Strategic,Technology and Professional Services,0,"Sia Partners U.S., Inc.",CAST 1.0,2021,Qtr 2,June,
SID1001,Customer - Enterprise,Technology and Professional Services,0,Sidewalk Labs,UMS,2018,Qtr 1,January,S&D
SIE1002,Customer - Strategic,Manufacturing,0,Siegfried USA LLC,CAST 1.0,2019,Qtr 4,December,MFG - LIFE SCI
SIE1003,Customer - Mid-Market,Manufacturing,0,Sierra Nevada Brewing Co.,CAST 2.0,2019,Qtr 4,October,MFG
SIG1007,Customer - Strategic,Utilities and Mining,0,"Signal Energy, LLC",CAST 2.0,2021,Qtr 2,April,MFG
SIG1008,Customer - Strategic,Manufacturing,0,"Sight Sciences, Inc.",CAST 1.0,2021,Qtr 1,January,MFG - LIFE SCI
SIL1007,Customer - Strategic,Technology and Professional Services,0,"Silvaco, Inc.",CAST 1.0,2018,Qtr 4,October,S&D
SIL1008,Customer - Strategic,Finance and Insurance,0,Silvergate Bank,CAST 1.0,2019,Qtr 2,April,S&D - FIN
SIL1009,Customer - Enterprise,Wholesale Trade,1,"Silver Eagle Distributors Houston, LLC",CAST 2.0,2019,Qtr 3,July,S&D
SIL1010,Customer - Strategic,Finance and Insurance,0,Silver Lake,CAST 1.0,2020,Qtr 2,April,S&D
SIM1004,Customer - Strategic,Technology and Professional Services,0,"SimVentions, Inc.",CAST 1.0,2018,Qtr 2,April,S&D
SIM1005,Customer - Strategic,Wholesale Trade,0,"Simco Logistics, Inc.",CAST 1.0,2019,Qtr 1,February,S&D
SIM1006,Customer - Strategic,Transportation and Warehousing,0,"Simply Storage Management, LLC.",CAST 1.0,2020,Qtr 1,January,S&D
SIM1007,Customer - Mid-Market,Business Services,0,"Simplisafe, Inc.",CAST 1.0,2020,Qtr 2,April,S&D
SIN5000,Customer - Mid-Market,Wholesale Trade,0,Sinclair Dental Co. Ltd.,CAST Canada,2019,Qtr 2,May,S&D
SIO1001,Customer - Strategic,Healthcare,0,Siouxland Community Health Center,CAST 1.0,2018,Qtr 1,January,HEALTHCARE
SIT1001,Customer - Mid-Market,Technology and Professional Services,0,"SitelogIQ, Inc.",CAST 2.0,2021,Qtr 1,January,MFG
SIX1000,Customer - Mid-Market,Retail,0,"Sixt Rent A Car, LLC",CAST 2.0,2019,Qtr 2,April,S&D
SIX1001,Customer - Enterprise,Sports and Entertainment,0,Six Flags Entertainment Corporation,Global,2019,Qtr 2,April,RETAIL
SJE1000,Customer - Strategic,Construction,0,"S. J. Electro Systems, Inc.",CAST 1.0,2018,Qtr 1,January,MFG
SKO1003,Customer - Strategic,Technology and Professional Services,0,"Skoda, Minotti & Co.",CAST 1.0,2018,Qtr 1,February,S&D
SKY1004,Customer - Mid-Market,Restaurants and Hospitality,0,"Skyline Chili, Inc.",CAST 1.0,2020,Qtr 4,November,MFG
SLI1000,Customer - Strategic,Technology and Professional Services,0,"Slipstream Group, Inc.",CAST 1.0,2020,Qtr 2,June,PUBLIC SECTOR
SMA1011,Customer - Strategic,Finance and Insurance,0,SmartBank,CAST 1.0,2019,Qtr 2,April,S&D - FIN
SMA1012,Customer - Strategic,Real Estate,0,"Smart Warehousing, LLC",CAST 1.0,2020,Qtr 1,January,S&D
SMA1013,Customer - Strategic,Real Estate,0,Smart City Locating Inc.,CAST 1.0,2020,Qtr 3,September,S&D
SME1000,Customer - Mid-Market,Manufacturing,0,The Smead Manufacturing Company,CAST 2.0,2019,Qtr 2,June,MFG
SMI1006,Customer - Mid-Market,Healthcare,0,"SmileDirectClub, LLC",Global,2018,Qtr 2,April,HEALTHCARE
SMI1007,Customer - Mid-Market,Technology and Professional Services,0,"The Smithers Group, Inc.",CAST 2.0,2019,Qtr 3,September,S&D
SMI1009,Customer - Enterprise,,0,Smith Tech Acquisition,CAST 2.0,2020,Qtr 3,July,
SNA1001,Customer - Strategic,Technology and Professional Services,0,"Snagajob.com, Inc.",CAST 1.0,2020,Qtr 1,January,S&D
SNE1001,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Snell & Wilmer L.L.P.,CAST 1.0,2019,Qtr 3,July,S&D
SOH1000,Customer - Strategic,Wholesale Trade,0,"Soho Studio, LLC",CAST 1.0,2021,Qtr 1,February,S&D
SOL1005,Customer - Mid-Market,Business Services,0,"Solid Waste Services, Inc. (d/b/a J.P. Mascaro & Sons)",CAST 2.0,2020,Qtr 3,September,S&D
SOL1006,Customer - Mid-Market,Healthcare,0,Solera Senior Living,CAST 2.0,2021,Qtr 1,January,HEALTHCARE
SOM1001,Customer - Strategic,Technology and Professional Services,0,Somos Inc.,CAST 1.0,2020,Qtr 3,August,S&D
SOM1002,Customer - Strategic,Healthcare,0,"Somatus, Inc.",CAST 1.0,2021,Qtr 2,May,HEALTHCARE
SOR1001,Customer - Enterprise,Technology and Professional Services,0,"Sorenson Communications, LLC",Global,2021,Qtr 3,July,S&D
SOU1045,Customer - Strategic,Business Services,0,"South Florida Community Care Network, LLC d/b/a Community Care Plan",CAST 1.0,2018,Qtr 1,January,S&D
SOU1046,Customer - Strategic,Technology and Professional Services,0,"Southern States, LLC",CAST 1.0,2018,Qtr 1,January,MFG
SOU1047,Customer - Enterprise,Manufacturing,0,Southern Minnesota Beet Sugar Cooperative,CAST 2.0,2018,Qtr 3,July,MFG
SOU1048,Customer - Enterprise,Healthcare,0,Southcentral Foundation,CAST 2.0,2018,Qtr 4,October,HEALTHCARE
SOU1049,Customer - Mid-Market,Utilities and Mining,0,Southwestern Energy Company,CAST 2.0,2019,Qtr 1,January,MFG - ENERGY
SOU1050,Customer - Mid-Market,Education,0,"Southeastern University, Inc.",CAST 2.0,2018,Qtr 3,September,PUBLIC SECTOR - HE
SOU1051,Customer - Strategic,Healthcare,0,Southern California Health & Rehabilitation Program,CAST 1.0,2021,Qtr 2,April,HEALTHCARE
SOU1052,Customer - Mid-Market,Utilities and Mining,0,"Southwest Power Pool, Inc.",CAST 2.0,2020,Qtr 4,October,S&D
SOU1053,Customer - Strategic,Construction,0,"Southeast Restoration Group of Georgia, Inc.",CAST 1.0,2020,Qtr 3,September,S&D
SOU1055,Customer - Strategic,Healthcare,0,"South Texas Radiology Group, P.A.",CAST 1.0,2020,Qtr 3,August,HEALTHCARE
SOU1056,Customer - Strategic,Retail,0,"SoundExchange, Inc.",CAST 1.0,2020,Qtr 4,November,S&D
SOU1057,Customer - Strategic,Manufacturing,0,Southern Ionics Incorporated,CAST 1.0,2021,Qtr 2,April,MFG
SOU1058,Customer - Strategic,Finance and Insurance,0,Southern First Bank,CAST 1.0,2021,Qtr 3,August,S&D - FIN
SOU5000,Customer - Mid-Market,Manufacturing,0,Southmedic Incorporated,CAST Canada,2021,Qtr 1,January,MFG - LIFE SCI
SOV1000,Customer - Mid-Market,Manufacturing,0,"Sovos Brands Intermediate, Inc.",CAST 2.0,2021,Qtr 2,June,MFG
SPA1010,Customer - Strategic,Technology and Professional Services,0,"Sparkhound, LLC",CAST 1.0,2020,Qtr 3,July,S&D
SPA1011,Customer - Strategic,Technology and Professional Services,0,"SparkCognition, Inc.",CAST 1.0,2021,Qtr 1,January,S&D
SPE1018,Customer - Strategic,Healthcare,0,"Specialists On Call, Inc.",CAST 1.0,2018,Qtr 1,January,HEALTHCARE
SPE1019,Customer - Mid-Market,Manufacturing,0,Spellman High-Voltage Electronics Corporation,CAST 2.0,2018,Qtr 4,December,MFG
SPE1021,Customer - Strategic,Manufacturing,0,"Spectrum Pharmaceuticals, Inc.",CAST 1.0,2020,Qtr 1,January,MFG - LIFE SCI
SPE1022,Customer - Strategic,Healthcare,1,Specialty Government Services,CAST 2.0,2018,Qtr 2,April,S&D
SPE1023,Customer - Mid-Market,Wholesale Trade,0,Specialty Steel Works Incorporated,CAST 1.0,2018,Qtr 4,October,MFG
SPE1024,Customer - Strategic,Manufacturing,0,Spectra Logic Corporation,CAST 1.0,2020,Qtr 3,July,S&D
SPE1025,Customer - Strategic,Education,0,"Speech And Language Development Center, Inc.",CAST 1.0,2021,Qtr 2,May,PUBLIC SECTOR - K12
SPI1005,Customer - Strategic,Business Services,1,"Spiceworks, Inc.",CAST 1.0,2019,Qtr 2,June,S&D
SPI1006,Customer - Mid-Market,Restaurants and Hospitality,0,"Spire Hospitality, LLC",CAST 2.0,2021,Qtr 3,August,RETAIL
SPO1003,Customer - Mid-Market,Technology and Professional Services,0,"Spooky Nook Sports, Inc.",CAST 1.0,2019,Qtr 3,September,RETAIL
SPO1004,Customer - Strategic,Technology and Professional Services,0,"SpotX, Inc.",CAST 1.0,2020,Qtr 1,January,S&D
SPR1007,Customer - Strategic,Construction,0,Spraggins Inc.,CAST 1.0,2020,Qtr 1,January,S&D
SPR1008,Customer - Mid-Market,Business Services,0,"The Springs Living, LLC",CAST 2.0,2021,Qtr 2,May,HEALTHCARE
SPR1009,Customer - Strategic,Technology and Professional Services,0,"Spreedly, Inc.",CAST 1.0,2021,Qtr 2,April,S&D
SPT1000,Customer - Strategic,Technology and Professional Services,1,"SPT Holdings, LLC",CAST 1.0,2019,Qtr 1,January,S&D - FIN
SPU1001,Customer - Strategic,Real Estate,0,"The Spur Group, Inc.",CAST 1.0,2020,Qtr 1,March,S&D
SQU1004,Customer - Enterprise,Technology and Professional Services,0,"Square, Inc.",CAST 2.0,2020,Qtr 4,December,S&D
SRP1000,Customer - Strategic,Finance and Insurance,0,SRP Federal Credit Union,CAST 1.0,2018,Qtr 1,January,S&D - FIN
SRS1001,Customer - Strategic,Finance and Insurance,0,SRS Acquiom Holdings LLC,CAST 1.0,2019,Qtr 4,October,S&D
SSI1002,Customer - Enterprise,Manufacturing,0,"SSI Technologies Holdings, Inc.",CAST 1.0,2019,Qtr 2,May,MFG
SSR1000,Customer - Mid-Market,Restaurants and Hospitality,0,"SSRG Holdings, LLC",CAST 1.0,2018,Qtr 4,December,RETAIL
SSS1000,Customer - Mid-Market,Technology and Professional Services,1,"SS Steiner, Inc.",CAST 1.0,2018,Qtr 4,December,MFG
STA1026,Customer - Strategic,Healthcare,0,StateServ,CAST 1.0,2018,Qtr 4,October,MFG - LIFE SCI
STA1027,Customer - Enterprise,Transportation and Warehousing,0,"Stan Koch & Sons Trucking, Inc.",CAST 2.0,2018,Qtr 4,October,S&D
STA1028,Customer - Strategic,Technology and Professional Services,0,"Stark & Stark, A Professional Corporation",CAST 1.0,2019,Qtr 1,March,S&D
STA1029,Customer - Strategic,Wholesale Trade,0,Staple Cotton Cooperative Association,CAST 1.0,2019,Qtr 2,April,MFG
STA1031,Customer - Strategic,Construction,0,"Stanmar, Inc.",CAST 1.0,2020,Qtr 2,April,S&D
STA1032,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,Stanford Youth Solutions,CAST 1.0,2020,Qtr 3,July,PUBLIC SECTOR
STA1033,Customer - Strategic,Retail,0,Star Nursery Inc.,CAST 1.0,2020,Qtr 4,December,RETAIL
STA1034,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,St Anthony Foundation,CAST 1.0,2021,Qtr 1,January,PUBLIC SECTOR
STA1035,Customer - Strategic,,0,"Starburst Data, Inc.",CAST 1.0,2021,Qtr 1,January,S&D
STA1037,Customer - Strategic,Finance and Insurance,0,The State Bank,CAST 1.0,2021,Qtr 2,April,S&D - FIN
STA5002,Customer - Strategic,,0,StarFish Product Engineering Inc.,CAST Canada,2021,Qtr 1,January,MFG - LIFE SCI
STC1003,Customer - Strategic,Healthcare,0,"21st Century Healthcare, Inc.",CAST 1.0,2019,Qtr 3,September,MFG - LIFE SCI
STC1004,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,St. Coletta of Wisconsin,CAST 1.0,2021,Qtr 1,January,HEALTHCARE
STC1005,Customer - Strategic,,0,St. Charles County Ambulance District,CAST 1.0,2021,Qtr 1,January,PUBLIC SECTOR
STE1026,Customer - Enterprise,Technology and Professional Services,1,Sterling Talent Solutions,CAST 2.0,2018,Qtr 1,January,S&D
STE1027,Customer - Strategic,Technology and Professional Services,0,"Stearns Weaver Miller Weissler Alhadeff & Sitterson, P.A.",CAST 1.0,2018,Qtr 2,April,S&D
STE1028,Customer - Strategic,Finance and Insurance,0,Stepstone Group LP,CAST 1.0,2019,Qtr 3,August,S&D
STE1029,Customer - Strategic,Utilities and Mining,0,"Steffes Solutions, LLC",CAST 2.0,2021,Qtr 3,July,MFG
STE1030,Customer - Strategic,Real Estate,0,"Steven Scott Management, Inc.",CAST 1.0,2020,Qtr 2,June,S&D
STE1031,Customer - Mid-Market,Finance and Insurance,0,"STAR REIT Services, LLC",CAST 2.0,2020,Qtr 3,September,S&D
STE5002,Customer - Mid-Market,Retail,0,Steele Auto Group Limited,CAST Canada,2019,Qtr 4,December,RETAIL
STI1008,Customer - Mid-Market,Manufacturing,0,STIHL Incorporated,CAST 2.0,2020,Qtr 1,January,MFG
STI1009,Customer - Mid-Market,Technology and Professional Services,0,Stinson LLP,CAST 2.0,2020,Qtr 4,December,S&D
